sessionId,operatorId,scenarioId,sequencePosition,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,riskId,candidateAction,willError,riskClass,riskScore,predictedErrorLabel
synthetic-00167,operator-23,SC-12,6,restore-cooling,start-N1,7.74,14.71,0,48.0,97.5,620.6,2.84,0.56,74.1,68.0,347.1,1.6,3.61,0.109,True,True,True,True,risk-007103,start-N1,0,LOW,7,NORMAL
synthetic-00088,operator-23,SC-06,3,start-N1,start-N1,21.75,19.13,0,28.6,97.4,554.6,2.75,0.75,37.2,65.2,340.3,9.1,2.07,0.142,True,True,True,True,risk-001677,start-N1,0,LOW,24,NORMAL
synthetic-00549,operator-10,SC-13,8,start-N1,set-fuel-45,25.84,11.03,0,95.1,98.4,138.6,4.53,0.61,65.8,41.5,424.2,6.0,3.32,0.042,True,True,True,True,risk-009716,set-fuel,1,HIGH,81,PARAMETER_ERROR
synthetic-00695,operator-07,SC-08,4,check-alarm,restore-utility-or-prepare-equipment,4.68,6.16,0,33.1,18.6,803.6,3.15,0.45,52.9,64.3,328.6,4.2,4.49,0.044,True,True,True,True,risk-007897,start-N1,1,MEDIUM,66,EQUIPMENT_NOT_READY
synthetic-00302,operator-10,SC-01,8,check-alarm,open-L1,25.14,11.29,0,50.3,87.1,177.2,2.95,0.57,38.2,42.2,328.3,7.3,3.73,0.146,True,True,True,True,risk-006755,start-N1,1,MEDIUM,60,SEQUENCE_ERROR
synthetic-00399,operator-10,SC-05,3,alarm-K1-high,restore-cooling,91.25,90.83,0,47.1,99.1,880.0,2.17,0.54,38.3,51.9,315.0,26.1,2.32,0.13,True,True,True,False,risk-008904,start-N1,1,HIGH,77,RESPONSE_TIME_ERROR
synthetic-00017,operator-10,SC-07,3,set-fuel-45,restore-ventilation,27.88,24.03,0,23.8,96.2,470.2,2.23,0.58,67.2,36.1,308.8,8.1,3.54,0.145,True,True,True,True,risk-005560,restore-ventilation,0,LOW,22,NORMAL
synthetic-00818,operator-19,SC-13,10,open-L1,restore-circulation-and-reduce-fuel,4.14,15.98,0,94.9,95.3,32.4,3.12,0.5,61.0,37.4,425.3,9.8,3.14,0.096,True,True,True,True,risk-005030,set-fuel,1,HIGH,84,CRITICAL_OPERATION_ERROR
synthetic-00564,operator-19,SC-05,10,check-alarm,set-fuel-45,12.87,8.19,0,81.2,99.5,228.4,2.81,0.55,67.4,46.8,428.2,5.3,3.48,0.099,True,True,True,True,risk-008071,set-fuel,1,MEDIUM,55,PARAMETER_ERROR
synthetic-00640,operator-09,SC-06,2,start-N1,set-fuel-45,19.92,3.26,0,73.9,97.6,406.4,4.62,0.59,41.9,55.0,374.8,10.7,3.69,0.042,True,True,True,True,risk-004854,set-fuel,1,HIGH,76,PARAMETER_ERROR
synthetic-00795,operator-14,SC-14,12,set-fuel-45,restore-circulation-and-reduce-fuel,5.91,20.55,0,85.9,95.0,125.7,3.19,0.49,41.1,57.2,447.6,8.6,2.47,0.101,True,True,True,True,risk-002732,set-fuel,1,HIGH,84,CRITICAL_OPERATION_ERROR
synthetic-00153,operator-03,SC-13,8,check-alarm,start-N2,14.93,9.88,0,38.5,97.7,690.3,1.87,0.35,38.3,63.9,310.1,4.1,4.25,0.101,True,True,True,True,risk-001419,start-N2,0,LOW,22,NORMAL
synthetic-00579,operator-11,SC-14,3,open-L1,set-fuel-45,11.2,4.83,0,81.2,96.9,367.8,2.3,0.41,54.8,62.4,382.7,12.0,2.59,0.067,True,True,True,True,risk-001134,set-fuel,1,MEDIUM,61,PARAMETER_ERROR
synthetic-00181,operator-07,SC-13,2,set-fuel-45,start-N1,10.82,22.63,0,41.1,99.2,595.3,2.89,0.38,52.5,44.9,341.7,1.7,4.25,0.095,True,True,True,True,risk-001604,start-N1,0,LOW,2,NORMAL
synthetic-00116,operator-20,SC-07,8,restore-cooling,protect-K2,23.7,19.5,0,52.8,95.7,645.1,1.92,0.55,71.5,49.6,317.8,8.1,4.8,0.049,True,True,True,True,risk-006192,protect-K2,0,LOW,12,NORMAL
synthetic-00331,operator-07,SC-08,9,set-fuel-70,open-L1,14.2,24.41,0,24.5,35.2,272.5,2.09,0.36,70.3,40.1,310.6,9.0,2.4,0.131,True,True,True,True,risk-008178,start-N1,1,HIGH,74,SEQUENCE_ERROR
synthetic-00631,operator-19,SC-05,12,restore-cooling,set-fuel-45,12.53,9.28,0,92.3,95.3,231.2,4.41,0.66,43.9,50.1,370.0,1.4,2.55,0.102,True,True,True,True,risk-007524,set-fuel,1,MEDIUM,64,PARAMETER_ERROR
synthetic-00713,operator-07,SC-10,11,open-L1,restore-utility-or-prepare-equipment,12.35,12.27,0,44.8,26.1,518.9,1.98,0.76,66.2,60.0,305.1,6.3,3.75,0.043,True,True,True,True,risk-002544,set-fuel,1,MEDIUM,55,EQUIPMENT_NOT_READY
synthetic-00110,operator-11,SC-05,4,restore-cooling,restore-ventilation,8.61,20.66,0,49.7,99.0,621.7,2.04,0.77,37.1,53.7,312.7,6.2,4.78,0.093,True,True,True,True,risk-000275,restore-ventilation,0,LOW,8,NORMAL
synthetic-00409,operator-15,SC-07,6,alarm-K1-high,cut-fuel,107.27,103.74,0,21.0,99.2,847.0,2.37,0.61,51.0,70.2,326.9,21.1,3.81,0.072,True,True,True,False,risk-004547,protect-K2,1,MEDIUM,64,RESPONSE_TIME_ERROR
synthetic-00706,operator-07,SC-14,11,check-alarm,restore-utility-or-prepare-equipment,10.39,21.48,0,34.3,96.0,717.8,4.16,0.46,60.2,47.1,343.4,10.3,3.38,0.1,True,True,False,True,risk-003898,start-N2,1,HIGH,70,EQUIPMENT_NOT_READY
synthetic-00671,operator-19,SC-05,10,set-fuel-45,restore-utility-or-prepare-equipment,4.15,14.2,0,24.4,70.6,756.7,2.39,0.67,54.7,45.1,337.9,11.7,4.15,0.081,True,True,True,True,risk-009292,set-fuel,1,HIGH,82,EQUIPMENT_NOT_READY
synthetic-00174,operator-08,SC-07,5,open-L1,protect-K1,25.06,18.12,0,32.6,98.1,638.3,3.05,0.78,46.9,67.8,351.1,7.4,2.44,0.102,True,True,True,True,risk-009834,protect-K1,0,LOW,15,NORMAL
synthetic-00061,operator-17,SC-06,1,check-alarm,toggle-electric-field,6.0,13.2,0,22.7,99.0,878.7,2.91,0.53,48.4,63.4,317.5,5.3,2.72,0.092,True,True,True,True,risk-008345,toggle-electric-field,0,LOW,24,NORMAL
synthetic-00309,operator-07,SC-05,3,drain-E1,open-L1,15.57,12.48,0,27.8,57.7,173.2,3.2,0.59,53.4,58.4,321.0,3.7,4.3,0.139,True,True,True,True,risk-007426,start-N1,1,HIGH,82,SEQUENCE_ERROR
synthetic-00399,operator-14,SC-08,6,alarm-K1-high,restore-cooling,108.12,108.04,0,30.5,97.1,712.1,4.37,0.48,64.4,55.4,301.7,8.5,3.57,0.112,True,True,False,True,risk-004846,restore-cooling,1,MEDIUM,66,RESPONSE_TIME_ERROR
synthetic-00237,operator-02,SC-14,2,drain-E1,open-L1,24.72,20.16,0,28.5,75.6,67.4,2.58,0.56,58.0,38.9,333.7,2.1,3.28,0.108,True,True,True,True,risk-007515,start-N1,1,MEDIUM,67,SEQUENCE_ERROR
synthetic-00392,operator-09,SC-10,10,alarm-K1-high,protect-K1,123.01,99.91,0,21.0,99.5,748.1,4.44,0.77,63.4,43.2,351.4,10.9,4.11,0.147,True,True,False,True,risk-001920,restore-ventilation,1,MEDIUM,60,RESPONSE_TIME_ERROR
synthetic-00484,operator-14,SC-06,2,set-fuel-45,check-process-state,4.87,0.34,2,21.7,96.8,815.7,1.81,0.54,58.1,56.7,335.9,10.9,3.86,0.047,True,True,True,True,risk-002832,set-fuel-45,1,MEDIUM,40,DUPLICATE_COMMAND
synthetic-00372,operator-17,SC-01,12,alarm-K1-high,cut-fuel,133.08,91.71,0,41.2,97.1,778.9,2.98,0.57,49.0,51.4,338.8,22.6,4.79,0.054,True,True,True,False,risk-005817,protect-K1,1,HIGH,76,RESPONSE_TIME_ERROR
synthetic-00680,operator-19,SC-13,1,set-fuel-45,restore-utility-or-prepare-equipment,14.46,2.55,0,34.1,99.9,790.3,2.27,0.46,64.5,74.9,350.7,11.0,3.84,0.11,False,True,True,True,risk-002120,start-N1,1,MEDIUM,65,EQUIPMENT_NOT_READY
synthetic-00208,operator-16,SC-01,7,open-L1,start-N2,17.52,3.85,0,28.8,96.3,647.1,2.16,0.64,65.1,37.7,338.7,2.2,4.1,0.064,True,True,True,True,risk-004810,start-N2,0,LOW,20,NORMAL
synthetic-00071,operator-20,SC-07,7,start-N1,set-fuel,19.07,13.09,0,53.6,98.3,561.5,2.72,0.72,38.0,69.3,304.9,10.1,4.15,0.089,True,True,True,True,risk-000173,set-fuel,0,LOW,7,NORMAL
synthetic-00260,operator-13,SC-05,4,drain-E1,open-L1,10.17,4.91,0,45.4,61.7,193.3,2.12,0.45,57.0,45.6,348.9,4.2,2.15,0.131,True,True,True,True,risk-000747,start-N1,1,HIGH,75,SEQUENCE_ERROR
synthetic-00820,operator-17,SC-01,10,check-alarm,protect-K2,26.89,11.17,0,59.9,100.0,847.8,2.94,0.76,38.6,7.3,349.3,6.7,4.28,0.067,True,True,True,True,risk-006520,set-fuel,1,HIGH,93,CRITICAL_OPERATION_ERROR
synthetic-00814,operator-10,SC-14,10,set-fuel-45,restore-ventilation,20.97,6.41,0,25.9,96.9,535.7,2.11,0.49,64.7,36.4,332.5,26.0,3.82,0.089,True,True,True,False,risk-007751,disable-ventilation,1,HIGH,95,CRITICAL_OPERATION_ERROR
synthetic-00827,operator-16,SC-08,5,open-L1,protect-K1,20.34,10.56,0,74.5,95.8,844.8,2.26,0.58,13.0,62.7,318.7,2.9,2.01,0.102,True,True,True,True,risk-008124,set-fuel,1,HIGH,93,CRITICAL_OPERATION_ERROR
synthetic-00414,operator-15,SC-13,4,alarm-K1-high,protect-K1,149.7,80.3,0,45.0,95.6,428.8,4.25,0.69,73.6,49.6,347.3,10.2,4.84,0.045,True,True,False,True,risk-004859,restore-cooling,1,HIGH,73,RESPONSE_TIME_ERROR
synthetic-00831,operator-06,SC-07,6,start-N1,restore-circulation-and-reduce-fuel,17.96,12.85,0,98.9,97.8,130.5,2.74,0.54,57.4,73.9,396.8,10.1,3.58,0.06,True,True,True,True,risk-003761,set-fuel,1,HIGH,93,CRITICAL_OPERATION_ERROR
synthetic-00604,operator-03,SC-08,12,set-fuel-45,set-fuel-45,13.49,10.25,0,99.6,99.8,106.3,2.65,0.64,36.0,72.2,374.9,4.5,3.56,0.05,True,True,True,True,risk-009881,set-fuel,1,HIGH,80,PARAMETER_ERROR
synthetic-00586,operator-01,SC-08,6,restore-cooling,set-fuel-45,5.69,9.41,0,89.4,95.5,365.3,4.18,0.46,37.6,53.4,367.9,0.0,4.49,0.137,True,True,True,True,risk-002473,set-fuel,1,HIGH,77,PARAMETER_ERROR
synthetic-00005,operator-15,SC-10,12,start-N1,start-N2,11.07,23.96,0,25.8,98.7,459.7,2.42,0.41,50.4,68.6,316.3,10.6,2.99,0.147,True,True,True,True,risk-006566,start-N2,0,LOW,1,NORMAL
synthetic-00075,operator-20,SC-14,10,open-L1,restore-cooling,19.15,2.1,0,21.6,99.9,700.7,2.46,0.35,59.4,50.7,324.9,7.4,4.41,0.089,True,True,True,True,risk-008557,restore-cooling,0,LOW,14,NORMAL
synthetic-00373,operator-03,SC-01,8,alarm-K1-high,restore-cooling,96.15,65.81,0,20.3,96.6,833.1,4.49,0.41,39.7,51.3,301.4,8.5,4.09,0.066,True,True,False,True,risk-002634,restore-ventilation,1,MEDIUM,56,RESPONSE_TIME_ERROR
synthetic-00117,operator-06,SC-13,3,restore-cooling,protect-K2,10.67,23.14,0,41.7,96.8,466.2,2.79,0.79,39.2,73.6,349.0,4.8,3.54,0.14,True,True,True,True,risk-002190,protect-K2,0,LOW,6,NORMAL
synthetic-00478,operator-22,SC-14,3,set-fuel-45,check-process-state,26.13,1.07,2,33.4,99.7,552.8,2.98,0.5,48.0,73.0,320.9,9.9,4.64,0.119,True,True,True,True,risk-000709,set-fuel-45,1,MEDIUM,45,DUPLICATE_COMMAND
synthetic-00252,operator-03,SC-05,3,set-fuel-70,open-L1,17.64,9.91,0,22.7,21.3,262.2,2.7,0.77,64.2,71.9,329.3,0.7,4.49,0.143,True,True,True,True,risk-004196,start-N1,1,MEDIUM,68,SEQUENCE_ERROR
synthetic-00130,operator-05,SC-08,8,restore-cooling,toggle-electric-field,26.89,13.85,0,26.1,99.1,578.4,2.45,0.71,47.2,40.6,333.3,3.0,3.92,0.077,True,True,True,True,risk-007337,toggle-electric-field,0,LOW,13,NORMAL
synthetic-00770,operator-13,SC-07,2,set-fuel-45,restore-circulation-and-reduce-fuel,27.02,18.06,0,81.3,98.5,43.0,3.07,0.56,40.8,49.0,450.8,4.4,4.95,0.119,True,True,True,True,risk-005608,set-fuel,1,HIGH,95,CRITICAL_OPERATION_ERROR
synthetic-00004,operator-09,SC-06,4,set-fuel-45,protect-K1,10.33,10.48,0,21.7,95.9,591.6,2.78,0.4,47.1,58.4,338.1,11.8,2.3,0.077,True,True,True,True,risk-006322,protect-K1,0,LOW,14,NORMAL
synthetic-00527,operator-13,SC-08,7,restore-cooling,check-process-state,12.37,2.78,2,48.1,97.7,567.8,2.45,0.79,42.7,56.6,320.3,2.4,2.28,0.098,True,True,True,True,risk-002254,restore-cooling,1,MEDIUM,38,DUPLICATE_COMMAND
synthetic-00322,operator-06,SC-12,6,drain-E1,open-L1,16.44,3.16,0,21.3,39.8,150.0,2.69,0.45,51.9,54.7,309.7,4.4,3.81,0.091,True,True,True,True,risk-007305,start-N1,1,HIGH,74,SEQUENCE_ERROR
synthetic-00626,operator-03,SC-08,5,set-fuel-45,set-fuel-45,25.04,20.35,0,92.2,97.1,255.7,1.93,0.69,63.1,42.6,406.5,8.3,4.73,0.119,True,True,True,True,risk-007166,set-fuel,1,MEDIUM,68,PARAMETER_ERROR
synthetic-00368,operator-21,SC-13,1,alarm-K1-high,cut-fuel,66.12,114.26,0,25.0,96.0,623.6,2.05,0.43,70.2,41.0,315.4,26.0,3.7,0.133,True,True,True,False,risk-009040,restore-ventilation,1,MEDIUM,60,RESPONSE_TIME_ERROR
synthetic-00234,operator-07,SC-07,2,drain-E1,open-L1,14.01,19.56,0,53.7,70.7,73.9,2.92,0.58,67.8,57.9,350.6,2.6,3.26,0.142,True,True,True,True,risk-008115,start-N1,1,HIGH,74,SEQUENCE_ERROR
synthetic-00163,operator-10,SC-01,4,set-fuel-45,set-fuel,24.12,23.85,0,34.4,97.9,861.1,2.78,0.7,55.0,60.4,339.3,4.2,2.79,0.143,True,True,True,True,risk-000326,set-fuel,0,LOW,6,NORMAL
synthetic-00662,operator-11,SC-13,3,open-L1,set-fuel-45,18.04,12.04,0,90.0,99.9,408.3,2.46,0.43,63.9,50.5,390.6,10.6,2.45,0.053,True,True,True,True,risk-005052,set-fuel,1,HIGH,74,PARAMETER_ERROR
synthetic-00415,operator-09,SC-07,3,alarm-K1-high,cut-fuel,86.98,125.41,0,32.0,96.8,839.7,4.68,0.75,51.7,55.3,337.8,4.5,3.76,0.135,True,True,False,True,risk-000910,restore-cooling,1,HIGH,70,RESPONSE_TIME_ERROR
synthetic-00221,operator-01,SC-14,7,drain-E1,open-L1,6.53,9.25,0,28.0,78.8,142.6,3.04,0.52,72.1,50.7,300.5,5.9,4.89,0.119,True,True,True,True,risk-007241,start-N1,1,MEDIUM,66,SEQUENCE_ERROR
synthetic-00019,operator-20,SC-07,7,open-L1,protect-K1,17.87,15.38,0,28.4,96.0,748.1,3.08,0.48,63.0,47.1,351.0,5.0,3.51,0.113,True,True,True,True,risk-002585,protect-K1,0,LOW,23,NORMAL
synthetic-00284,operator-09,SC-08,2,check-alarm,open-L1,18.76,16.94,0,34.5,54.2,269.1,2.19,0.39,43.5,43.9,310.5,10.5,2.28,0.069,True,True,True,True,risk-008020,start-N1,1,HIGH,81,SEQUENCE_ERROR
synthetic-00654,operator-02,SC-07,4,restore-cooling,set-fuel-45,19.88,24.6,0,73.7,98.4,341.2,4.73,0.51,66.1,64.4,381.0,6.6,3.92,0.048,True,True,True,True,risk-004210,set-fuel,1,MEDIUM,63,PARAMETER_ERROR
synthetic-00223,operator-16,SC-05,2,set-fuel-70,open-L1,24.72,3.91,0,30.0,70.9,178.1,1.94,0.42,73.5,41.2,301.8,2.7,4.83,0.081,True,True,True,True,risk-001127,start-N1,1,HIGH,70,SEQUENCE_ERROR
synthetic-00230,operator-11,SC-01,9,check-alarm,open-L1,21.35,2.84,0,33.6,54.3,195.3,3.09,0.41,40.0,70.5,340.6,7.2,2.44,0.041,True,True,True,True,risk-007682,start-N1,1,HIGH,80,SEQUENCE_ERROR
synthetic-00539,operator-17,SC-07,6,set-fuel-45,check-process-state,8.56,0.9,4,22.4,95.3,599.5,2.12,0.78,69.8,44.9,341.0,4.4,2.12,0.129,True,True,True,True,risk-002895,set-fuel-45,1,MEDIUM,38,DUPLICATE_COMMAND
synthetic-00628,operator-20,SC-05,4,open-L1,set-fuel-45,11.93,10.06,0,92.7,97.3,288.9,4.11,0.76,51.8,42.5,394.9,8.4,2.1,0.064,True,True,True,True,risk-006965,set-fuel,1,MEDIUM,57,PARAMETER_ERROR
synthetic-00251,operator-14,SC-01,10,set-fuel-70,open-L1,15.87,16.0,0,33.0,50.1,191.5,2.3,0.48,58.4,50.5,342.4,0.3,2.1,0.142,True,True,True,True,risk-002400,start-N1,1,HIGH,72,SEQUENCE_ERROR
synthetic-00663,operator-17,SC-05,11,set-fuel-45,set-fuel-45,16.67,13.18,0,70.7,99.6,174.1,4.72,0.79,56.1,55.9,403.1,11.7,2.0,0.1,True,True,True,True,risk-003393,set-fuel,1,MEDIUM,63,PARAMETER_ERROR
synthetic-00492,operator-13,SC-10,1,restore-cooling,check-process-state,5.9,0.89,4,42.4,97.1,438.0,2.51,0.59,44.6,67.1,349.0,10.7,4.01,0.077,True,True,True,True,risk-008624,restore-cooling,1,MEDIUM,49,DUPLICATE_COMMAND
synthetic-00163,operator-13,SC-07,8,open-L1,start-N2,26.52,7.5,0,32.9,95.0,437.0,2.06,0.76,40.7,37.2,313.3,4.3,4.88,0.135,True,True,True,True,risk-003392,start-N2,0,LOW,6,NORMAL
synthetic-00648,operator-17,SC-01,6,open-L1,set-fuel-45,4.6,18.37,0,77.2,99.3,256.2,4.06,0.71,51.7,59.2,397.1,7.2,3.49,0.109,True,True,True,True,risk-001683,set-fuel,1,MEDIUM,62,PARAMETER_ERROR
synthetic-00298,operator-14,SC-10,3,check-alarm,open-L1,7.84,13.67,0,27.8,39.3,273.8,1.81,0.52,35.3,69.0,309.3,2.2,4.36,0.047,True,True,True,True,risk-001990,start-N1,1,MEDIUM,63,SEQUENCE_ERROR
synthetic-00031,operator-03,SC-14,11,set-fuel-45,toggle-electric-field,14.71,13.37,0,36.5,99.5,521.5,2.15,0.56,57.2,46.9,315.5,3.5,4.33,0.138,True,True,True,True,risk-002573,toggle-electric-field,0,LOW,2,NORMAL
synthetic-00181,operator-09,SC-08,8,open-L1,restore-cooling,22.06,24.85,0,53.4,99.3,869.3,2.4,0.73,62.7,69.9,348.4,6.1,3.46,0.145,True,True,True,True,risk-001694,restore-cooling,0,LOW,19,NORMAL
synthetic-00635,operator-07,SC-01,2,start-N1,set-fuel-45,14.28,22.33,0,98.0,99.0,117.7,2.73,0.7,68.4,53.8,384.0,7.6,3.04,0.083,True,True,True,True,risk-006807,set-fuel,1,MEDIUM,58,PARAMETER_ERROR
synthetic-00224,operator-05,SC-05,6,set-fuel-70,open-L1,20.32,15.7,0,28.8,69.3,263.1,2.46,0.71,56.7,59.4,328.4,3.8,3.93,0.055,True,True,True,True,risk-000796,start-N1,1,MEDIUM,58,SEQUENCE_ERROR
synthetic-00733,operator-19,SC-01,5,check-alarm,restore-utility-or-prepare-equipment,4.8,3.06,0,22.7,45.9,774.4,2.73,0.42,71.4,58.7,312.8,2.8,3.74,0.128,True,True,True,True,risk-004722,start-N2,1,MEDIUM,66,EQUIPMENT_NOT_READY
synthetic-00471,operator-21,SC-12,3,restore-cooling,check-process-state,7.98,1.42,4,48.4,98.2,706.3,2.41,0.52,72.4,49.1,331.8,2.2,2.31,0.112,True,True,True,True,risk-003971,restore-cooling,1,MEDIUM,53,DUPLICATE_COMMAND
synthetic-00255,operator-08,SC-08,11,check-alarm,open-L1,23.81,19.65,0,39.2,24.7,147.4,2.87,0.78,51.9,38.4,332.9,9.9,2.9,0.107,True,True,True,True,risk-000986,start-N1,1,MEDIUM,68,SEQUENCE_ERROR
synthetic-00587,operator-09,SC-06,2,check-alarm,set-fuel-45,10.64,14.99,0,75.7,99.0,355.5,2.45,0.38,67.0,60.8,386.0,8.1,3.99,0.149,True,True,True,True,risk-001435,set-fuel,1,HIGH,78,PARAMETER_ERROR
synthetic-00791,operator-20,SC-06,5,set-fuel-45,protect-K2,13.21,6.58,0,83.0,96.6,540.0,2.91,0.74,48.6,7.8,332.5,0.4,4.73,0.089,True,True,True,True,risk-006028,set-fuel,1,HIGH,83,CRITICAL_OPERATION_ERROR
synthetic-00785,operator-18,SC-07,2,open-L1,restore-ventilation,13.63,3.84,0,47.8,98.1,807.1,2.44,0.4,74.3,73.0,318.7,15.1,4.31,0.113,True,True,True,False,risk-005345,disable-ventilation,1,HIGH,95,CRITICAL_OPERATION_ERROR
synthetic-00687,operator-09,SC-10,1,restore-cooling,restore-utility-or-prepare-equipment,8.09,15.39,0,32.6,98.6,591.5,2.15,0.76,37.0,61.5,335.8,10.5,3.06,0.123,True,False,True,True,risk-000596,start-N2,1,MEDIUM,61,EQUIPMENT_NOT_READY
synthetic-00383,operator-23,SC-01,6,alarm-K1-high,restore-cooling,64.34,148.91,0,26.0,99.3,833.4,4.63,0.63,72.2,36.5,345.6,11.6,3.69,0.134,True,True,False,True,risk-005374,start-N1,1,MEDIUM,56,RESPONSE_TIME_ERROR
synthetic-00043,operator-07,SC-12,4,check-alarm,restore-cooling,27.56,21.11,0,39.1,98.4,829.3,2.5,0.44,42.6,46.1,330.1,1.2,3.22,0.139,True,True,True,True,risk-009263,restore-cooling,0,LOW,22,NORMAL
synthetic-00010,operator-11,SC-12,2,check-alarm,start-N1,10.7,21.8,0,41.2,98.0,836.9,1.92,0.5,65.6,61.7,325.0,7.2,3.33,0.149,True,True,True,True,risk-009886,start-N1,0,LOW,15,NORMAL
synthetic-00717,operator-03,SC-08,1,restore-cooling,restore-utility-or-prepare-equipment,24.2,20.23,0,41.6,97.5,696.6,2.03,0.43,54.1,49.1,345.0,9.3,3.23,0.095,True,False,True,True,risk-004626,start-N1,1,MEDIUM,68,EQUIPMENT_NOT_READY
synthetic-00563,operator-10,SC-01,12,open-L1,set-fuel-45,11.77,15.62,0,91.9,95.2,266.5,4.71,0.47,46.9,37.0,389.3,1.5,2.41,0.051,True,True,True,True,risk-007354,set-fuel,1,HIGH,82,PARAMETER_ERROR
synthetic-00204,operator-07,SC-06,2,start-N1,protect-K1,4.14,7.56,0,38.3,95.6,443.1,2.52,0.51,56.7,49.1,332.6,11.9,3.1,0.143,True,True,True,True,risk-004525,protect-K1,0,LOW,1,NORMAL
synthetic-00490,operator-12,SC-06,5,set-fuel-45,check-process-state,9.16,2.62,5,41.8,99.3,455.4,2.37,0.51,65.7,75.0,307.2,7.1,3.73,0.122,True,True,True,True,risk-002773,set-fuel-45,1,MEDIUM,46,DUPLICATE_COMMAND
synthetic-00307,operator-23,SC-01,8,set-fuel-70,open-L1,19.11,20.16,0,42.4,22.1,264.9,2.75,0.48,67.0,64.3,307.4,8.8,2.81,0.054,True,True,True,True,risk-003746,start-N1,1,HIGH,72,SEQUENCE_ERROR
synthetic-00534,operator-13,SC-06,6,set-fuel-45,check-process-state,20.68,0.62,4,45.6,98.5,501.2,2.0,0.46,46.4,48.9,354.6,10.9,4.77,0.108,True,True,True,True,risk-004836,set-fuel-45,1,MEDIUM,46,DUPLICATE_COMMAND
synthetic-00577,operator-20,SC-07,5,check-alarm,set-fuel-45,10.64,8.97,0,78.6,97.4,309.8,4.25,0.62,71.5,63.4,389.9,6.7,3.53,0.065,True,True,True,True,risk-008868,set-fuel,1,MEDIUM,67,PARAMETER_ERROR
synthetic-00797,operator-20,SC-12,8,restore-cooling,restore-circulation-and-reduce-fuel,12.36,21.67,0,82.9,98.8,160.1,2.71,0.73,38.4,50.6,395.2,5.9,4.66,0.082,True,True,True,True,risk-009264,set-fuel,1,HIGH,94,CRITICAL_OPERATION_ERROR
synthetic-00154,operator-03,SC-13,7,restore-cooling,toggle-electric-field,24.61,7.44,0,54.1,99.1,786.9,2.24,0.7,72.8,54.2,350.1,3.8,2.73,0.072,True,True,True,True,risk-002405,toggle-electric-field,0,LOW,20,NORMAL
synthetic-00267,operator-04,SC-13,11,check-alarm,open-L1,10.13,7.39,0,26.4,43.5,233.6,2.13,0.44,59.5,46.1,305.3,6.5,4.84,0.061,True,True,True,True,risk-001626,start-N1,1,MEDIUM,65,SEQUENCE_ERROR
synthetic-00675,operator-04,SC-08,9,check-alarm,restore-utility-or-prepare-equipment,11.74,2.49,0,46.0,50.2,779.6,2.44,0.57,60.5,46.8,340.7,0.1,4.09,0.109,True,True,True,True,risk-007204,start-N1,1,HIGH,72,EQUIPMENT_NOT_READY
synthetic-00542,operator-06,SC-10,7,start-N1,check-process-state,14.42,2.37,5,46.8,95.9,440.5,2.65,0.65,47.4,38.8,337.8,0.4,2.01,0.135,True,True,True,True,risk-008943,start-N1,1,MEDIUM,43,DUPLICATE_COMMAND
synthetic-00574,operator-23,SC-06,6,open-L1,set-fuel-45,7.55,14.69,0,85.8,97.3,162.4,2.4,0.36,56.8,64.3,419.0,5.4,3.84,0.079,True,True,True,True,risk-002687,set-fuel,1,MEDIUM,62,PARAMETER_ERROR
synthetic-00623,operator-20,SC-07,4,open-L1,set-fuel-45,16.98,7.73,0,80.3,97.3,319.2,4.74,0.6,65.4,49.6,411.4,11.3,2.35,0.05,True,True,True,True,risk-005155,set-fuel,1,MEDIUM,61,PARAMETER_ERROR
synthetic-00597,operator-16,SC-01,12,start-N1,set-fuel-45,27.31,17.36,0,79.3,95.9,210.9,4.48,0.48,42.8,51.2,370.5,0.1,4.54,0.092,True,True,True,True,risk-003314,set-fuel,1,HIGH,76,PARAMETER_ERROR
synthetic-00215,operator-11,SC-13,11,check-alarm,open-L1,9.38,16.27,0,44.8,49.0,158.3,3.02,0.44,45.9,40.5,347.2,9.5,2.65,0.088,True,True,True,True,risk-003709,start-N1,1,MEDIUM,59,SEQUENCE_ERROR
synthetic-00387,operator-05,SC-01,12,alarm-K1-high,protect-K1,97.66,75.92,0,35.5,96.3,526.0,4.38,0.42,69.4,62.8,336.8,0.7,4.74,0.083,True,True,False,True,risk-005838,protect-K1,1,HIGH,76,RESPONSE_TIME_ERROR
synthetic-00008,operator-19,SC-07,11,set-fuel-45,set-fuel,15.58,21.97,0,26.6,97.4,782.0,2.71,0.54,72.5,37.4,346.4,1.5,2.94,0.052,True,True,True,True,risk-008924,set-fuel,0,LOW,22,NORMAL
synthetic-00364,operator-07,SC-14,10,alarm-K1-high,protect-K1,82.54,114.43,0,30.7,97.4,623.6,3.16,0.57,43.2,63.1,323.7,29.9,3.72,0.047,True,True,True,False,risk-001033,restore-ventilation,1,HIGH,80,RESPONSE_TIME_ERROR
