sessionId,operatorId,scenarioId,sequencePosition,action,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,label
synthetic-00679,operator-01,SC-05,6,start-N2,restore-cooling,restore-utility-or-prepare-equipment,17.98,22.09,0,27.6,52.2,883.6,2.1,0.43,71.7,51.6,307.7,9.3,3.28,0.05,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00741,operator-13,SC-01,1,start-N1,restore-cooling,restore-utility-or-prepare-equipment,4.17,4.74,0,23.6,12.2,581.7,2.85,0.48,64.0,42.1,336.5,11.7,2.82,0.13,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00436,operator-11,SC-14,9,restore-ventilation,alarm-K1-high,restore-cooling,122.44,125.61,0,44.5,99.4,737.3,3.03,0.53,54.3,66.6,350.0,24.9,3.74,0.117,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00021,operator-07,SC-14,2,protect-K2,set-fuel-45,protect-K2,21.65,14.47,0,33.5,98.5,582.1,2.46,0.7,65.9,61.9,325.7,9.2,4.39,0.125,True,True,True,True,NORMAL
synthetic-00694,operator-20,SC-01,8,start-N2,check-alarm,restore-utility-or-prepare-equipment,14.56,5.21,0,31.6,96.4,718.2,2.75,0.65,53.1,70.2,316.2,8.3,4.81,0.051,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00554,operator-22,SC-06,6,set-fuel,restore-cooling,set-fuel-45,25.88,17.92,0,87.1,96.3,210.4,4.18,0.44,62.1,62.7,379.4,4.6,3.48,0.051,True,True,True,True,PARAMETER_ERROR
synthetic-00554,operator-02,SC-12,7,set-fuel,restore-cooling,set-fuel-45,21.59,9.45,0,93.3,97.6,407.7,4.23,0.77,58.4,41.1,409.0,3.5,4.04,0.092,True,True,True,True,PARAMETER_ERROR
synthetic-00414,operator-13,SC-08,2,protect-K2,alarm-K1-high,cut-fuel,78.29,94.51,0,49.2,98.2,852.2,4.38,0.79,49.1,67.7,314.1,9.4,3.23,0.114,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00588,operator-12,SC-05,12,set-fuel,open-L1,set-fuel-45,7.8,22.36,0,70.2,96.1,256.0,4.08,0.7,75.0,58.4,391.0,3.1,4.36,0.12,True,True,True,True,PARAMETER_ERROR
synthetic-00233,operator-10,SC-01,3,start-N1,check-alarm,open-L1,11.68,6.46,0,23.1,81.0,141.3,2.16,0.78,50.8,46.4,342.0,10.5,3.89,0.105,True,True,True,True,SEQUENCE_ERROR
synthetic-00100,operator-01,SC-06,11,start-N1,start-N1,start-N1,4.2,9.91,0,48.1,99.1,793.9,3.19,0.4,47.0,55.8,318.1,11.9,2.53,0.137,True,True,True,True,NORMAL
synthetic-00414,operator-05,SC-13,11,restore-cooling,alarm-K1-high,cut-fuel,149.89,97.17,0,30.8,95.2,549.2,2.44,0.72,74.8,55.3,348.9,28.0,3.35,0.149,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00412,operator-14,SC-12,6,restore-cooling,alarm-K1-high,protect-K1,70.51,88.03,0,36.8,96.7,540.8,1.95,0.76,56.5,49.2,349.5,20.7,2.48,0.075,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00002,operator-13,SC-01,8,toggle-electric-field,start-N1,toggle-electric-field,24.62,3.57,0,52.3,99.4,672.5,2.66,0.78,62.7,46.4,313.0,2.9,3.61,0.053,True,True,True,True,NORMAL
synthetic-00623,operator-01,SC-14,2,set-fuel,set-fuel-45,set-fuel-45,17.23,23.0,0,87.8,95.1,331.7,2.77,0.76,35.9,54.4,422.6,11.8,2.49,0.087,True,True,True,True,PARAMETER_ERROR
synthetic-00751,operator-22,SC-06,11,disable-ventilation,open-L1,restore-ventilation,4.22,19.24,0,46.0,95.9,665.7,1.86,0.76,49.6,72.8,326.9,34.0,4.21,0.046,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00264,operator-10,SC-05,11,start-N1,check-alarm,open-L1,25.38,7.86,0,34.1,44.7,43.5,2.56,0.58,43.2,43.8,341.0,2.6,3.15,0.142,True,True,True,True,SEQUENCE_ERROR
synthetic-00302,operator-21,SC-01,5,start-N1,check-alarm,open-L1,12.42,24.42,0,24.8,34.0,75.7,2.4,0.46,65.4,44.1,326.1,11.1,3.88,0.06,True,True,True,True,SEQUENCE_ERROR
synthetic-00031,operator-04,SC-12,3,start-N2,check-alarm,start-N2,6.43,8.99,0,20.4,97.8,619.8,2.97,0.48,73.4,57.0,327.1,3.3,4.25,0.104,True,True,True,True,NORMAL
synthetic-00025,operator-18,SC-05,3,start-N2,start-N1,start-N2,11.2,18.84,0,34.0,99.4,431.3,1.92,0.71,72.0,57.1,301.7,10.0,2.44,0.122,True,True,True,True,NORMAL
synthetic-00798,operator-17,SC-13,12,set-fuel,set-fuel-45,protect-K1,22.32,13.11,0,82.8,99.8,428.8,2.74,0.72,7.5,53.7,317.4,10.0,2.57,0.141,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00672,operator-10,SC-08,5,start-N1,restore-cooling,restore-utility-or-prepare-equipment,14.48,2.85,0,52.8,97.0,876.9,2.66,0.74,70.3,38.5,334.0,5.6,3.09,0.132,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00237,operator-17,SC-01,10,start-N1,drain-E1,open-L1,16.93,22.75,0,51.9,18.9,158.4,3.19,0.57,69.5,42.5,351.7,0.4,2.79,0.045,True,True,True,True,SEQUENCE_ERROR
synthetic-00420,operator-03,SC-01,6,restore-cooling,alarm-K1-high,restore-cooling,123.82,108.53,0,45.4,99.0,605.4,4.38,0.4,68.0,46.2,334.2,4.1,3.0,0.042,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00691,operator-16,SC-06,8,start-N2,check-alarm,restore-utility-or-prepare-equipment,26.91,22.66,0,45.1,95.5,565.4,2.2,0.45,66.3,44.6,318.8,0.6,3.51,0.139,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00636,operator-17,SC-07,7,set-fuel,start-N1,set-fuel-45,5.23,6.25,0,99.8,95.7,234.2,2.8,0.41,59.9,38.0,396.2,11.3,3.06,0.15,True,True,True,True,PARAMETER_ERROR
synthetic-00442,operator-02,SC-13,7,set-fuel,alarm-K1-high,restore-cooling,65.03,146.42,0,38.2,97.1,858.0,2.13,0.43,44.8,49.6,354.6,23.2,4.89,0.046,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00264,operator-04,SC-14,8,start-N1,set-fuel-70,open-L1,16.07,9.72,0,53.6,51.9,140.9,2.18,0.78,53.6,53.4,316.9,9.1,4.01,0.057,True,True,True,True,SEQUENCE_ERROR
synthetic-00214,operator-12,SC-01,5,start-N1,set-fuel-70,open-L1,12.77,10.82,0,27.2,13.1,90.4,2.18,0.53,67.4,52.5,344.2,9.6,2.43,0.11,True,True,True,True,SEQUENCE_ERROR
synthetic-00670,operator-15,SC-08,9,set-fuel,set-fuel-45,restore-utility-or-prepare-equipment,20.96,23.57,0,24.1,99.9,501.1,4.16,0.43,36.1,67.4,335.9,5.0,4.84,0.136,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00452,operator-02,SC-14,10,toggle-electric-field,alarm-K1-high,protect-K1,67.61,90.03,0,36.3,98.0,751.7,3.2,0.66,41.6,38.7,337.3,24.6,4.63,0.135,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00780,operator-24,SC-06,6,set-fuel,start-N1,restore-circulation-and-reduce-fuel,19.95,17.25,0,81.3,98.6,119.5,2.51,0.47,69.7,69.0,432.5,5.5,2.89,0.069,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00688,operator-20,SC-12,3,set-fuel,start-N1,restore-utility-or-prepare-equipment,20.43,17.4,0,29.2,96.5,457.4,4.39,0.4,73.4,48.3,333.4,0.5,2.28,0.048,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00559,operator-02,SC-14,1,set-fuel,set-fuel-45,set-fuel-45,18.37,2.62,0,97.0,95.0,374.0,3.16,0.66,62.0,42.8,422.3,7.4,3.43,0.061,True,True,True,True,PARAMETER_ERROR
synthetic-00058,operator-20,SC-13,5,set-fuel,start-N1,set-fuel,4.93,9.88,0,24.6,95.1,598.8,2.65,0.67,41.8,70.5,326.0,9.2,4.14,0.115,True,True,True,True,NORMAL
synthetic-00187,operator-12,SC-01,4,start-N1,start-N1,start-N1,23.68,22.02,0,48.9,97.2,795.5,2.94,0.42,61.5,59.4,336.4,0.6,4.65,0.046,True,True,True,True,NORMAL
synthetic-00775,operator-22,SC-12,10,set-fuel,start-N1,restore-circulation-and-reduce-fuel,8.88,19.66,0,97.5,98.6,151.9,2.4,0.78,71.9,42.3,419.8,11.0,2.19,0.055,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00531,operator-22,SC-12,1,toggle-electric-field,toggle-electric-field,check-process-state,10.95,0.36,3,36.5,97.8,462.3,2.69,0.76,74.4,63.9,336.2,8.2,2.12,0.089,True,True,True,True,DUPLICATE_COMMAND
synthetic-00144,operator-08,SC-07,6,protect-K2,set-fuel-45,protect-K2,18.35,13.92,0,24.4,99.8,478.6,2.89,0.6,57.4,75.0,328.5,10.6,4.28,0.042,True,True,True,True,NORMAL
synthetic-00216,operator-06,SC-12,9,start-N1,check-alarm,open-L1,25.09,9.08,0,29.3,2.0,13.2,2.72,0.77,56.4,53.4,303.8,12.0,2.45,0.139,True,True,True,True,SEQUENCE_ERROR
synthetic-00672,operator-09,SC-08,6,set-fuel,restore-cooling,restore-utility-or-prepare-equipment,17.17,18.06,0,42.7,98.4,729.1,4.39,0.55,74.3,39.0,338.3,9.1,4.95,0.116,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00746,operator-06,SC-14,8,set-fuel,start-N1,restore-utility-or-prepare-equipment,24.63,17.3,0,41.1,27.6,823.9,2.27,0.64,65.7,52.7,300.1,7.1,3.74,0.091,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00402,operator-19,SC-13,10,toggle-electric-field,alarm-K1-high,cut-fuel,97.92,101.45,0,37.8,95.5,881.7,3.16,0.73,58.0,71.1,302.3,25.3,2.78,0.045,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00002,operator-01,SC-13,5,start-N1,check-alarm,start-N1,12.69,9.29,0,47.4,98.8,528.1,2.04,0.57,60.2,35.9,331.0,2.9,3.26,0.057,True,True,True,True,NORMAL
synthetic-00587,operator-15,SC-12,12,set-fuel,open-L1,set-fuel-45,8.25,14.89,0,88.6,97.7,228.7,2.55,0.45,46.3,53.2,393.7,11.2,3.68,0.127,True,True,True,True,PARAMETER_ERROR
synthetic-00038,operator-17,SC-13,12,restore-ventilation,set-fuel-45,restore-ventilation,19.32,17.67,0,48.2,96.5,540.2,2.04,0.43,42.0,64.8,334.0,1.2,3.49,0.086,True,True,True,True,NORMAL
synthetic-00059,operator-15,SC-08,5,protect-K1,open-L1,protect-K1,8.19,16.38,0,48.1,98.9,590.2,1.89,0.79,66.5,72.8,339.7,5.0,2.27,0.044,True,True,True,True,NORMAL
synthetic-00104,operator-23,SC-10,10,toggle-electric-field,start-N1,toggle-electric-field,7.74,20.42,0,31.7,96.6,817.5,3.11,0.46,73.2,56.7,303.6,0.1,3.54,0.106,True,True,True,True,NORMAL
synthetic-00495,operator-04,SC-10,2,start-N1,start-N1,check-process-state,5.99,2.1,4,22.7,99.3,883.2,2.77,0.45,59.2,66.2,304.2,4.5,3.48,0.094,True,True,True,True,DUPLICATE_COMMAND
synthetic-00457,operator-10,SC-06,1,protect-K2,alarm-K1-high,restore-cooling,91.89,121.6,0,55.0,95.6,889.0,2.82,0.51,73.6,72.0,321.2,20.0,2.18,0.075,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00274,operator-08,SC-07,1,start-N1,check-alarm,open-L1,5.34,16.65,0,41.4,76.1,272.4,2.81,0.77,63.5,43.4,329.2,9.1,4.68,0.066,True,True,True,True,SEQUENCE_ERROR
synthetic-00760,operator-01,SC-01,10,set-fuel,start-N1,protect-K1,10.45,9.16,0,82.4,98.7,857.9,2.3,0.76,9.3,71.7,317.1,6.2,3.58,0.143,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00368,operator-09,SC-13,8,protect-K2,alarm-K1-high,protect-K1,144.46,127.91,0,47.6,98.2,570.9,4.2,0.42,59.1,49.7,343.8,0.7,3.55,0.14,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00651,operator-13,SC-10,4,set-fuel,restore-cooling,set-fuel-45,12.82,24.27,0,96.4,99.9,295.6,1.9,0.66,41.9,69.8,368.3,10.3,2.3,0.064,True,True,True,True,PARAMETER_ERROR
synthetic-00522,operator-07,SC-05,5,toggle-electric-field,toggle-electric-field,check-process-state,8.75,2.8,5,50.0,95.1,888.6,2.29,0.52,57.8,71.9,320.1,11.8,4.5,0.069,True,True,True,True,DUPLICATE_COMMAND
synthetic-00755,operator-18,SC-05,4,set-fuel,open-L1,protect-K1,6.94,21.27,0,67.4,97.1,844.7,3.12,0.44,13.1,48.4,321.7,1.5,2.96,0.056,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00630,operator-24,SC-12,11,set-fuel,set-fuel-45,set-fuel-45,9.69,4.98,0,94.9,95.1,200.6,2.99,0.63,66.2,49.4,400.7,10.6,3.05,0.059,True,True,True,True,PARAMETER_ERROR
synthetic-00753,operator-02,SC-08,1,disable-ventilation,set-fuel-45,restore-ventilation,26.7,18.98,0,35.7,98.6,665.6,2.16,0.57,71.7,64.1,337.7,26.9,2.05,0.103,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00507,operator-04,SC-05,10,toggle-electric-field,toggle-electric-field,check-process-state,15.53,2.53,4,36.2,97.4,808.1,2.98,0.71,68.8,70.2,322.0,10.8,3.71,0.059,True,True,True,True,DUPLICATE_COMMAND
synthetic-00135,operator-23,SC-10,8,toggle-electric-field,open-L1,toggle-electric-field,8.31,5.6,0,26.8,97.7,607.7,3.17,0.77,71.7,44.8,348.2,2.1,2.53,0.09,True,True,True,True,NORMAL
synthetic-00399,operator-09,SC-12,7,set-fuel,alarm-K1-high,protect-K1,65.53,102.35,0,54.1,98.6,769.4,4.16,0.61,45.1,38.8,341.6,8.6,4.4,0.089,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00116,operator-16,SC-07,12,protect-K2,start-N1,protect-K2,18.08,21.9,0,36.7,96.7,754.5,3.0,0.48,49.0,40.8,349.0,6.2,3.21,0.094,True,True,True,True,NORMAL
synthetic-00617,operator-24,SC-01,3,set-fuel,restore-cooling,set-fuel-45,12.35,24.32,0,93.6,99.3,332.6,4.05,0.43,64.9,51.1,399.8,2.5,3.17,0.128,True,True,True,True,PARAMETER_ERROR
synthetic-00808,operator-11,SC-12,8,disable-ventilation,open-L1,restore-ventilation,10.81,2.25,0,33.4,98.1,543.8,2.73,0.58,62.5,54.1,335.8,33.8,3.34,0.085,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00229,operator-17,SC-01,8,start-N1,check-alarm,open-L1,27.18,14.9,0,36.9,36.3,120.5,2.29,0.39,55.0,68.8,310.4,1.6,4.24,0.08,True,True,True,True,SEQUENCE_ERROR
synthetic-00350,operator-09,SC-01,9,protect-K2,alarm-K1-high,protect-K1,101.24,80.97,0,54.4,96.0,455.3,4.16,0.45,36.8,41.1,349.1,3.3,4.48,0.082,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00015,operator-09,SC-12,3,protect-K2,restore-cooling,protect-K2,18.93,16.72,0,32.5,97.6,671.3,1.84,0.38,51.5,44.9,318.5,0.6,2.67,0.054,True,True,True,True,NORMAL
synthetic-00210,operator-20,SC-07,8,start-N1,check-alarm,open-L1,12.66,3.76,0,40.3,77.9,175.3,2.27,0.79,59.0,56.5,305.7,7.4,2.42,0.059,True,True,True,True,SEQUENCE_ERROR
synthetic-00295,operator-24,SC-10,2,start-N1,set-fuel-70,open-L1,13.81,12.18,0,46.5,64.9,23.1,1.94,0.59,61.3,70.5,335.7,3.0,2.37,0.053,True,True,True,True,SEQUENCE_ERROR
synthetic-00534,operator-21,SC-14,5,set-fuel-45,set-fuel-45,check-process-state,10.87,1.99,5,45.6,96.3,640.4,2.05,0.63,53.0,70.9,311.1,4.1,4.15,0.057,True,True,True,True,DUPLICATE_COMMAND
synthetic-00592,operator-03,SC-08,10,set-fuel,check-alarm,set-fuel-45,4.34,14.06,0,80.5,98.5,397.0,2.6,0.48,42.1,36.8,394.1,1.7,4.52,0.101,True,True,True,True,PARAMETER_ERROR
synthetic-00729,operator-02,SC-14,8,set-fuel,set-fuel-45,restore-utility-or-prepare-equipment,18.08,6.89,0,32.3,97.7,843.6,2.53,0.53,65.2,48.3,313.9,0.5,4.13,0.042,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00217,operator-20,SC-07,5,start-N1,drain-E1,open-L1,9.5,22.41,0,39.1,50.7,135.9,2.81,0.66,73.7,52.6,310.3,8.1,2.18,0.08,True,True,True,True,SEQUENCE_ERROR
synthetic-00780,operator-02,SC-06,4,set-fuel,open-L1,protect-K1,23.48,10.99,0,60.2,98.8,582.1,2.67,0.48,9.8,53.2,307.8,3.2,2.5,0.065,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00155,operator-03,SC-06,9,protect-K2,set-fuel-45,protect-K2,14.89,20.03,0,48.8,95.5,693.5,2.09,0.54,72.9,48.4,327.0,8.6,2.75,0.087,True,True,True,True,NORMAL
synthetic-00219,operator-11,SC-07,1,start-N1,set-fuel-70,open-L1,7.0,11.39,0,45.7,41.4,164.6,2.45,0.7,40.6,74.6,330.6,3.9,3.09,0.103,True,True,True,True,SEQUENCE_ERROR
synthetic-00682,operator-13,SC-06,2,start-N1,start-N1,restore-utility-or-prepare-equipment,19.96,6.36,0,24.8,96.8,475.9,4.35,0.65,39.6,35.3,321.8,8.2,3.13,0.068,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00109,operator-07,SC-10,3,set-fuel,check-alarm,set-fuel,19.34,12.89,0,53.6,97.5,587.0,2.03,0.73,69.8,58.7,348.8,1.5,3.42,0.056,True,True,True,True,NORMAL
synthetic-00820,operator-23,SC-01,2,set-fuel,restore-cooling,restore-circulation-and-reduce-fuel,23.79,2.54,0,99.0,95.2,72.0,2.43,0.35,52.3,63.6,444.8,7.3,2.09,0.106,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00743,operator-23,SC-08,7,start-N2,start-N1,restore-utility-or-prepare-equipment,20.55,17.71,0,22.3,98.0,770.9,1.99,0.56,61.7,63.3,336.4,6.1,2.07,0.055,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00062,operator-05,SC-10,10,restore-ventilation,set-fuel-45,restore-ventilation,7.4,18.35,0,35.1,99.4,603.9,1.82,0.41,38.1,67.7,314.4,3.2,3.32,0.094,True,True,True,True,NORMAL
synthetic-00015,operator-11,SC-12,1,restore-cooling,check-alarm,restore-cooling,22.1,14.35,0,33.8,97.8,682.8,2.13,0.51,56.5,73.8,343.8,6.4,4.76,0.141,True,True,True,True,NORMAL
synthetic-00331,operator-22,SC-01,8,start-N1,drain-E1,open-L1,25.15,21.21,0,44.2,30.5,136.9,2.79,0.73,46.4,70.5,352.0,11.8,3.38,0.111,True,True,True,True,SEQUENCE_ERROR
synthetic-00246,operator-21,SC-05,9,start-N1,set-fuel-70,open-L1,6.51,7.57,0,41.7,34.2,246.8,2.29,0.62,47.0,57.1,333.4,10.5,4.9,0.113,True,True,True,True,SEQUENCE_ERROR
synthetic-00769,operator-03,SC-13,2,set-fuel,restore-cooling,protect-K2,12.33,20.01,0,52.0,96.7,576.4,2.03,0.52,55.0,2.5,332.2,11.4,3.95,0.071,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00743,operator-20,SC-13,12,start-N1,check-alarm,restore-utility-or-prepare-equipment,21.56,20.66,0,27.7,79.5,659.1,2.57,0.62,72.4,60.3,340.9,8.9,3.21,0.076,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00332,operator-05,SC-10,1,start-N1,drain-E1,open-L1,19.49,9.4,0,34.0,74.8,34.8,2.74,0.39,41.6,39.1,320.3,11.4,3.0,0.103,True,True,True,True,SEQUENCE_ERROR
synthetic-00643,operator-02,SC-13,4,set-fuel,restore-cooling,set-fuel-45,25.04,24.67,0,78.4,98.8,154.2,2.85,0.53,54.3,74.6,395.9,2.0,4.1,0.118,True,True,True,True,PARAMETER_ERROR
synthetic-00586,operator-21,SC-10,5,set-fuel,check-alarm,set-fuel-45,5.27,23.85,0,81.3,97.4,230.7,4.48,0.75,63.0,54.5,428.5,2.2,4.94,0.081,True,True,True,True,PARAMETER_ERROR
synthetic-00111,operator-14,SC-13,11,protect-K2,restore-cooling,protect-K2,4.65,10.78,0,44.9,98.8,604.2,2.4,0.43,68.7,41.5,310.2,4.9,4.77,0.064,True,True,True,True,NORMAL
synthetic-00215,operator-21,SC-10,4,start-N1,drain-E1,open-L1,11.87,10.26,0,50.2,17.4,58.2,2.57,0.72,70.1,70.5,316.9,11.7,3.73,0.041,True,True,True,True,SEQUENCE_ERROR
synthetic-00577,operator-21,SC-12,12,set-fuel,start-N1,set-fuel-45,10.96,22.47,0,94.8,98.5,115.7,4.74,0.59,45.4,74.9,424.6,4.4,3.42,0.099,True,True,True,True,PARAMETER_ERROR
synthetic-00619,operator-18,SC-10,9,set-fuel,restore-cooling,set-fuel-45,14.58,17.19,0,97.2,96.7,213.4,2.52,0.52,44.7,62.6,427.3,7.3,2.09,0.065,True,True,True,True,PARAMETER_ERROR
synthetic-00825,operator-21,SC-12,12,set-fuel,open-L1,restore-circulation-and-reduce-fuel,5.38,14.07,0,85.4,100.0,81.3,2.22,0.71,49.8,61.5,405.3,4.5,4.1,0.042,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00074,operator-03,SC-08,9,restore-cooling,check-alarm,restore-cooling,16.54,8.26,0,33.8,97.4,751.5,2.3,0.77,53.1,40.2,347.4,0.9,4.29,0.045,True,True,True,True,NORMAL
synthetic-00828,operator-21,SC-06,1,set-fuel,open-L1,restore-circulation-and-reduce-fuel,10.86,3.6,0,83.4,99.3,15.8,2.16,0.8,35.5,37.7,433.5,0.1,3.11,0.078,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00201,operator-19,SC-08,5,restore-ventilation,restore-cooling,restore-ventilation,9.47,21.58,0,22.1,96.0,781.1,2.77,0.77,42.6,37.1,331.6,8.3,3.9,0.109,True,True,True,True,NORMAL
synthetic-00794,operator-02,SC-12,1,set-fuel,open-L1,protect-K2,9.43,19.67,0,68.9,96.1,670.0,3.06,0.62,62.7,2.7,344.0,6.5,4.02,0.094,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00305,operator-08,SC-08,6,start-N1,set-fuel-70,open-L1,6.4,23.57,0,43.0,36.4,264.7,1.96,0.44,35.7,44.5,348.6,4.7,3.8,0.054,True,True,True,True,SEQUENCE_ERROR
synthetic-00157,operator-04,SC-05,3,restore-cooling,set-fuel-45,restore-cooling,8.13,3.11,0,30.7,98.0,533.1,2.1,0.69,58.3,46.8,306.8,10.0,2.93,0.147,True,True,True,True,NORMAL
synthetic-00528,operator-09,SC-14,1,set-fuel-45,set-fuel-45,check-process-state,16.52,1.39,2,31.8,98.1,787.9,2.54,0.58,59.4,70.7,318.9,6.6,2.37,0.082,True,True,True,True,DUPLICATE_COMMAND
synthetic-00664,operator-06,SC-08,6,set-fuel,open-L1,set-fuel-45,24.98,11.73,0,80.9,97.5,225.2,4.33,0.72,64.6,51.5,410.5,8.2,3.05,0.052,True,True,True,True,PARAMETER_ERROR
synthetic-00655,operator-15,SC-06,7,set-fuel,open-L1,set-fuel-45,16.29,22.59,0,88.6,98.9,416.9,4.65,0.38,37.2,45.4,381.2,9.8,3.66,0.14,True,True,True,True,PARAMETER_ERROR
synthetic-00366,operator-07,SC-12,2,toggle-electric-field,alarm-K1-high,cut-fuel,114.57,86.99,0,47.2,95.7,768.9,4.63,0.78,50.5,37.1,323.6,8.3,4.49,0.044,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00437,operator-09,SC-12,8,set-fuel,alarm-K1-high,cut-fuel,99.15,67.27,0,38.1,96.1,556.5,4.24,0.56,37.9,40.8,310.9,1.2,4.04,0.066,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00617,operator-09,SC-14,8,set-fuel,open-L1,set-fuel-45,11.28,24.98,0,78.7,99.6,406.4,4.59,0.69,73.0,68.1,429.3,11.0,4.56,0.05,True,True,True,True,PARAMETER_ERROR
synthetic-00128,operator-21,SC-12,12,protect-K2,restore-cooling,protect-K2,10.43,4.05,0,26.3,98.1,759.1,2.4,0.38,60.5,53.5,320.6,2.2,2.23,0.13,True,True,True,True,NORMAL
synthetic-00114,operator-12,SC-07,6,set-fuel,start-N1,set-fuel,23.41,13.43,0,20.0,97.6,451.1,2.34,0.59,73.7,55.8,332.4,11.5,2.7,0.146,True,True,True,True,NORMAL
synthetic-00790,operator-24,SC-10,8,set-fuel,check-alarm,protect-K1,22.71,24.24,0,85.8,97.7,841.4,2.01,0.66,2.2,56.2,344.2,8.0,3.06,0.073,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00287,operator-04,SC-14,7,start-N1,drain-E1,open-L1,21.4,18.27,0,54.6,64.0,190.5,1.83,0.37,63.4,36.7,348.8,2.8,3.1,0.113,True,True,True,True,SEQUENCE_ERROR
synthetic-00087,operator-19,SC-12,3,restore-ventilation,start-N1,restore-ventilation,11.48,15.46,0,29.0,98.3,553.8,2.77,0.39,56.8,49.8,326.6,9.8,3.43,0.051,True,True,True,True,NORMAL
synthetic-00013,operator-02,SC-07,10,protect-K2,restore-cooling,protect-K2,6.85,11.11,0,43.1,96.7,496.9,2.79,0.61,48.5,38.6,332.9,9.0,2.47,0.146,True,True,True,True,NORMAL
synthetic-00526,operator-11,SC-12,8,restore-cooling,restore-cooling,check-process-state,12.36,1.48,4,49.7,99.5,661.5,2.27,0.39,67.8,54.9,311.2,8.7,2.37,0.086,True,True,True,True,DUPLICATE_COMMAND
synthetic-00612,operator-20,SC-08,3,set-fuel,start-N1,set-fuel-45,21.51,9.02,0,86.0,96.8,411.1,4.46,0.77,66.7,70.2,419.3,0.8,4.88,0.107,True,True,True,True,PARAMETER_ERROR
synthetic-00062,operator-24,SC-01,1,restore-cooling,start-N1,restore-cooling,17.76,2.54,0,46.4,95.4,700.9,2.77,0.59,66.9,58.9,345.8,4.5,4.9,0.061,True,True,True,True,NORMAL
synthetic-00691,operator-23,SC-10,9,start-N1,start-N1,restore-utility-or-prepare-equipment,5.51,15.19,0,26.0,99.7,785.6,4.5,0.65,48.7,65.1,334.8,11.9,4.58,0.148,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00832,operator-09,SC-13,9,set-fuel,open-L1,protect-K1,24.35,16.97,0,78.3,96.5,755.2,2.18,0.57,10.0,56.7,304.3,4.0,4.32,0.149,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00486,operator-20,SC-12,10,start-N1,start-N1,check-process-state,14.46,2.53,5,36.9,97.3,775.2,3.03,0.43,67.0,50.0,353.2,0.1,3.52,0.14,True,True,True,True,DUPLICATE_COMMAND
synthetic-00397,operator-05,SC-07,5,start-N1,alarm-K1-high,protect-K1,88.18,148.1,0,35.0,95.4,840.8,4.16,0.69,61.8,45.7,318.6,1.8,3.03,0.053,True,True,False,True,RESPONSE_TIME_ERROR
